7.142909833397333: nyx
29.111888111888113: kan
9.775862068965516: dri
 3.0: souffl
8.600000000000001: odol
 5.0: miccosmo
4.722222222222221: placenta
3.7777777777777786: beautyrossa
5.242546333601933: salah
 1.0: ccok
4.342857142857142: fpd
11.26923076923077: m.n
2.666666666666668: coreana
2.666666666666668: zain
2.666666666666668: danu
 7.0: 077
 4.5: riject
 4.0: whitemusk
6.5992509363295895: edt
7.70967741935484: moonshot
8.285714285714285: bouncer
23.49796865931515: bc
5.666666666666668: dation
 1.0: ef0112
 1.0: ef0127
13.401960784313726: oryginal
4.177215189873419: centac
27.326544416052908: komplit
 5.0: pa++60gr
9.61111111111111: 12pc
4.371277555756091: dynamic
 5.0: cream&claresta
3.3999999999999986: makeupforever
 6.5: 58223
11.434782608695652: wanted
 8.0: recherche
4.033457249070633: chica
31.266826092732828: y
4.126016260162601: chico
4.066666666666666: hiruscar
 8.0: abal
 5.0: b.pom
 1.0: foundation3
 5.0: pucca
3.666666666666668: 135.000
12.535384615384615: vaseline
 4.0: shoe
4.09090909090909: kustie
4.100000000000001: kiwi
3.719999999999999: shills
3.7272727272727266: science
 3.0: gc03
7.072538860103627: stage
7.066666666666666: performer
 5.0: mkp02322
19.4: brandd
11.992248062015506: tingkat
5.842105263157894: penawarann
28.3404614518852: terbaikkk
7.199999999999999: sweets
5.496501049685094: kantung
7.454545454545453: terapi
 4.0: perfectionface
 4.0: poreminimizing
25.38562091503268: ag
4.181818181818183: mazaya
4.918032786885245: choux
2.3809523809523796: fratboy
14.023255813953488: terbesar
 3.0: fabuliner
3.235294117647058: doos
3.3846153846153832: hn5684
 1.0: onthego
6.065193370165744: carry
7.592592592592592: prismatic
3.571428571428573: squalene
 3.0: e0000270
 1.0: e819
5.857142857142858: vface
32.82946870294687: istimewa
 6.0: 92oothing
36.50789156258124: akhir
7.9743589743589745: ys
21.280609217379837: suit
19.197590354955317: trend
5.333333333333332: pagi+malam
 4.0: mybelline
 8.0: nbu
20.868852459016395: najwa
7.399999999999999: 1.5ml
 4.0: mabuk
25.025159744408946: kusus
21.38174982911825: fake
3.5288461538461533: 023
3.333333333333332: hbd
33.59523526735793: rosegold
4.777777777777779: brigthening
 3.0: blacquer
11.344918609766829: delight
 3.0: oribu
5.016494845360825: sekaligus
3.783333333333335: creations
11.5: browny
6.64977375565611: refresh
3.2666666666666657: ultrafine
 1.0: 15.0
4.333333333333332: hendels
13.21315570358035: wb
23.023529411764706: delivery
30.009926041261192: singapore
 3.5: ldgalery
3.4400000000000013: 12th
13.426689460981496: candy
3.166666666666668: 20gram
35.796894455431044: pembelian
5.666666666666668: prise
4.25: case+isi+refill
7.2725663716814175: 12.5
4.820359281437124: gading
5.272727272727273: precioua
20.093023255813954: nempel
8.35086670651524: welcome
33.897157720246355: aja
 7.0: exp:12
26.530168748271024: 2019
28.36842105263158: offer
5.40909090909091: artistry
5.454545454545453: faves
 0.0: hightligt
3.5128205128205146: refiil
 3.0: protections
3.333333333333332: chuison
 4.0: kualita
2.9230769230769234: percantik
16.642307692307693: diri
33.19972514887769: anda
22.768643773846687: raya
21.568840579710145: fitri
18.724018475750576: modified
 5.0: zenata
5.788962057071181: 005
 2.0: kos2170
 3.0: kos1857
 3.0: kos1289
 3.0: kos0660
 3.0: kos0676
 3.0: diy977
 5.0: detoxifying
21.852879107627373: regular
 5.0: el0049
 3.0: esthetick
4.967924528301886: exclusiv
3.333333333333332: e321b
 2.0: boc
9.157827747136189: this
5.764705882352942: belia
3.0740740740740726: kabuki
 6.5: porepack
 4.0: meyung
30.183333333333334: ap
 3.0: 1968
4.399999999999999: sklincare
10.399999999999999: fore
20.0: qr0389
9.045936395759718: coffee
5.0588235294117645: treasure
 4.0: 5items
 4.0: u002fkrim
4.856000000000002: chin
5.821428571428573: supergoop
2.4046692607003877: invincible
4.375: 230ml
3.76923076923077: burning
 5.0: dds
 4.0: imeldi
21.57160249990604: bunga
 3.0: sebun
19.227272727272727: medan
21.5: novelty
21.0: induction
20.871287128712872: fungus
4.127753303964759: winnie
10.972894117647058: readystock
2.666666666666668: xpert
 4.5: highligt
4.399999999999999: 83137
 6.0: qr0197
 3.0: ua1013
 4.5: 140ml
 5.0: ufohcr2438
3.7560975609756113: bareminerals
6.955555555555556: foot
 7.0: qr0594
3.333333333333332: jacob
21.70452294486629: tight
4.333333333333332: qr0947
4.402730375426621: coca
6.8448753462603875: cola
4.149999999999999: crystals
8.600000000000001: clubing
8.727272727272727: wp
4.71875: naturally
4.463414634146343: 50pa
22.286946610945986: net
6.9714285714285715: nouveau
 3.0: sh175
6.623529411764707: shy
6.3352601156069355: pelunasan
7.942857142857143: lust
20.951344512856984: retro
15.287583688374925: pake
7.592684954280966: hasil
4.800000000000001: stemcell
6.91959798994975: caviar
16.64396887159533: people
5.333333333333332: breezy
4.708333333333332: softlens
 8.5: acqua
 4.5: merkuri
3.16: launch
 7.0: cw03
 3.0: compress
3.571428571428573: foundy
4.485294117647058: oxyglow
4.25: menghidrasi
 3.0: yc35
 3.0: kz59
 5.0: sandbeige
1.7058823529411775: 3.6g
 7.0: hoisr
21.606459838504037: mixed
5.23076923076923: colorant
10.223581757508342: lot
21.21311475409836: kx
10.399999999999999: qr0176
7.0066921606118555: 51
 2.0: qr0870
 4.5: yuja
5.235294117647058: qr0070
14.25: solf
20.75: giordano
3.0789473684210513: mediblock
 3.0: qr0464
19.343627175743965: latex
22.04443570585922: gucci
 6.0: neofume
4.266666666666666: sku
4.833333333333332: beautyfyingblock
 5.0: tm239
14.668292682926829: gateway
 3.0: filtered
7.18146444994694: splash
12.753846153846155: dahlia
 4.0: multifuction
4.800000000000001: no.32
 7.0: qr0400
7.545454545454547: 1429
3.0799999999999983: beaute
9.875: ticket
10.04102564102564: brazil
36.56916029780351: silikon
8.625: kelembaban
20.938728323699422: laut
21.055133785470865: tidur
 5.0: menyusut
25.679153094462542: si
 4.0: exfolating
 5.0: 7.1ml
5.600000000000001: foundations
24.340880816123413: graphic
10.631578947368421: marker
 1.0: airliner
6.104972375690608: reject
6.482926829268294: elizabeth
3.75: arden
 1.0: prevage
 2.5: aag
 4.0: crm1264
 4.0: crm1291
 4.0: zx1600
7.744262295081967: calm
20.0: a25
5.75: rejuvenate
 5.0: a401
 4.0: a203
8.502262443438916: northern
7.996923076923078: symphony
19.09416195856874: 114
2.3809523809523796: wafers
20.124527983263476: waist
19.2: fanny
 0.0: bum
25.653846153846153: reversible
7.333333333333332: sensasi
22.071417973599594: dingin
4.55294117647059: wxw
28.5756462585034: 00
4.771428571428572: biokos
 5.0: a413
 4.0: orens
6.800000000000001: qr0205
4.600000000000001: anessa
 5.0: spa50+pa
6.373630831643002: laurent
 7.0: myb010
14.459016393442623: leger
29.12844702467344: gosend
8.892857142857142: fa01
4.2941176470588225: duy
 5.0: packaging2016
8.206952743074417: 103
 7.0: sulamit
3.7227722772277225: ppd
16.855791388720437: 89
4.339688041594453: susah
4.142857142857142: kebal
4.658823529411766: clz
3.7142857142857153: guasha
 1.0: fondetion
25.617580306840757: atasan
20.806245514999823: modern
 2.0: nonna
 2.5: blossomtime
3.1538461538461533: smoot
9.17666483214089: jangan
3.8076923076923066: terlewatkan
32.76086956521739: orignal
 4.5: sb.03
6.143192488262912: products
4.717948717948719: moko
18.015075376884422: melody
4.23076923076923: pyunkang
4.23076923076923: yul
8.681818181818183: 9ml
5.081081081081081: renewed
11.0: 887
3.6363636363636367: fgi35
8.19178082191781: puteri
6.965767154973015: transparant
3.2673267326732685: mpl08
 3.0: cfj17
5.100000000000001: 1028
14.542862332001453: kitty
20.405405405405403: elle
23.084788029925186: system
19.703499079189687: doraemon
4.925925925925927: sharing
32.646766169154226: app
 1.0: everfashing
10.01363073110285: min
33.76385391159028: buy
 4.0: free1
 7.0: cottonfit
 4.0: resep
 1.0: no.128
7.2601156069364166: exc
12.297619047619047: antwerp
22.81294452347084: young
17.95945945945946: amira
 1.0: hasik
10.0: vitalizing
18.88512949039265: bold
2.6000000000000014: arched
3.333333333333332: moel
 5.0: rizzeta
 4.0: pakec
34.1566265060241: reality
14.027204502814259: papan
29.983876500857633: 122
20.49056389267849: bkk
12.131355932203391: therapy
 3.5: sade
5.022304832713754: membuat
3.083333333333332: tampak
2.25: fondition
 2.0: padet
 4.0: fito
3.1538461538461533: her
 3.0: twowaycake
5.199999999999999: kuwalitas
4.545454545454547: 35pa
3.1052631578947363: crhrystal
4.166666666666668: biga
3.90909090909091: thirstymud
4.03921568627451: totol
5.071428571428573: oles
3.9658536585365844: spg
 4.0: melabic
 4.0: diabetes
 3.0: 11th
5.4463007159904535: anniversary
3.6999999999999993: fnd
 2.5: org15g
 2.5: 321249
7.811475409836067: h20
4.25: kiko
7.697560975609758: milano
6.571428571428573: colour01
34.03578507885741: 2nd
12.285714285714285: budapest
32.417915205610456: murahh
4.559999999999999: harumanis.indonesia
 4.0: e0768
2.333333333333332: sahmpoo
4.142857142857142: dandruff
2.2857142857142847: relieve
23.42927060022197: tua
3.3050259965337965: visible
2.8999999999999986: 620rb
3.0943396226415096: transculent
3.6611226611226613: health
23.69224779168543: muda
7.46480869154464: twinkle
4.808: msc
24.809126396554046: st
 7.5: 2gram
 8.0: drenched
26.464898595943836: ory
19.66218397288045: imlek
7.857142857142858: highliting
 3.0: edith
 3.0: carron
7.666666666666668: ych
 3.0: giordanigold
2.057142857142857: airbrush
 5.0: moisturespf50
8.25: jcat
3.878787878787879: kefir
 2.0: ekskusif
1.7777777777777786: comoros
7.935779816513762: 200g
5.37145443572722: n21
 4.0: penyembuh
8.357142857142858: hypnotic
 4.0: 21pa
4.714285714285715: enhancing
2.8125: supercharged
3.75: 48ml
32.2: pld
4.625: nigth
2.4545454545454533: cheektone
32.888888888888886: c04
4.555555555555557: ance
 4.0: wellness
9.288288288288289: omega
23.575065847234416: fish
38.17856101410541: tablet
 4.0: 1000mg
5.344329896907215: ligh
33.97345132743363: explosion
 8.0: kylighter
5.717391304347824: potion
17.409090909090907: pet
5.666666666666668: fliptop
8.205882352941178: guci
4.143272023233301: deo
 3.0: plantinum
32.18695420826943: pin
 4.0: kung
6.466666666666665: sum
4.59148264984227: patches
 4.0: moq
 4.0: 300ea
 1.5: case+isi+refil
4.225409836065573: 400ml
13.6: gerard
 8.0: slay
3.6999999999999993: ohui
8.153846153846153: shake
 6.0: palete
 4.0: sealing
11.117647058823529: 039
 3.0: kos2203
 9.0: diy562
10.46153846153846: a.k.a
 3.0: kos0390
6.899999999999999: no.5
 6.0: diy890
 3.0: kos2089
 5.0: kos1323
 3.0: kos1985
 3.0: kos0483
6.0882352941176485: receipt
 4.0: 95k
33.36974789915966: dallas
21.194124511644425: dusty
 2.0: el0061
14.632958801498127: cf
32.38451960096752: get
17.530973451327434: pg
 0.0: 11627
 6.0: qr0722
 3.5: refille
3.75: coshion
4.513513513513512: spf34pa
3.2857142857142847: mamas
 4.0: aurelolly
 9.0: firstlight
 3.0: lips1229
 3.0: lips754
21.9: tulis
14.5: menyatu
30.260797342192692: sama
 3.0: kukit
35.57483495252942: jadi
 2.0: microshimmer
 5.0: 30pads
22.37216437018982: semi
8.753491827637443: barbie
 4.0: qy518
4.172043010752688: apoteker
 4.0: qy878
22.428493906762988: bordir
 4.0: vx1071
3.9565217391304337: namu
4.448275862068964: 2021
3.8846153846153832: dermature
 4.0: acrlyc
11.794117647058822: akrilik
32.23114593535749: persen
2.12676056338028: 12h
 3.0: ppa1005
7.399999999999999: photosharp
3.5454545454545467: coverst
3.0588235294117645: 18131201395
23.565872550934063: bintang
10.444444444444443: eternal
 5.0: concetrate
11.09090909090909: rj
2.6000000000000014: 28gr
4.199999999999999: mamih
6.1494117647058815: 200gr
5.125: brigh
19.502272432734475: swing
4.760000000000002: cicapair
36.30820539032871: display
 5.0: moisture+1
 5.0: 073196
 5.0: qr0634
 7.0: qr0340
 3.0: qr0649
11.448493543758968: lover
22.041911319320853: solid
5.590769230769229: radiation
35.34297171802449: festival
5.300000000000001: maquillage
2.166666666666668: menyempurnakan
5.571428571428573: payuda
3.03846153846154: nipple
4.652173913043477: htcd
 8.0: quirky
2.666666666666668: jutanhak
2.09090909090909: celgem
 3.0: 3varian
34.28152285121507: 128
5.702702702702702: beau
33.95591588086162: class
7.551181102362204: 6ml
3.315789473684209: powde
32.03517587939699: hott
5.199999999999999: skinglow
29.289977361597035: smoke
5.34090909090909: farmasi
 3.0: 18151202427
5.600000000000001: qr0308
 1.0: sandi
31.4845019560638: ring
34.920585967617576: tripod
28.68302933711115: stand
34.46414331265946: kabel
27.75294117647059: cd
 3.0: rg87
 5.0: cot851
 3.0: makeupo
 5.0: lamer
 5.0: serums
7.25: qr0021
 4.0: soonpure
2.4871794871794854: ageless
 4.0: winkles
4.210526315789473: orites
 2.0: sk19
4.704545454545453: no.13
14.948208673790068: timbul
 1.0: liqiid
 6.0: qr0433
12.12448418156809: pecah
5.318181818181817: klavuu
5.0476190476190474: pearlsation
4.75: beili
22.158765315739867: wool
 7.0: stippling
10.411764705882351: firstmall
30.698630136986303: temp
12.867647058823529: mengkilap
4.72972972972973: moisturising
10.198347107438018: niceface
3.428571428571427: 548
 5.0: 1294
 7.0: 24ml
21.666666666666668: 1805
 3.0: r7l6
3.879999999999999: lejel
 3.0: h157
19.426829268292686: graceful
 0.0: 55115
 1.0: 001nude
11.5: qr0849
24.56428178011186: cewek
 3.0: qr0474
4.454545454545453: laikou
6.471005917159765: wrinkles
 3.0: perfact
1.7804878048780495: sulwashoo
 5.0: itcosmetics
 5.0: colorcorrecting
 2.0: fac
 5.0: gong1571
1.966666666666665: sawo
 2.0: matang
 4.0: gdsss799
 4.5: vnat
 3.0: 81121
 4.0: kekinuan
22.663265306122447: piring
 7.0: n9101
3.625: imortal
8.941176470588236: bwc
 4.0: rzv
 5.0: hydreane
29.63157894736842: ib
4.142857142857142: ezc75
4.100000000000001: cordyseps
3.875: frx60
 5.0: dermalift
4.614117647058823: peachy
22.60674157303371: please
 8.0: etienne
 9.0: pranciss
10.601234567901233: kwalitas
 4.5: bulet
2.25: pinch
 8.0: qr0946
 1.0: 8.4g
32.508591247253186: ace
5.05263157894737: cafe
7.333333333333332: leche
 7.0: 2.6
14.25: 1331
37.5: killer
 5.0: tota
 3.0: 180x180cm
15.493506493506494: empat
21.424032934596863: potong
4.347826086956523: bantal
4.365699873896595: tirai
 3.0: bathr
 5.0: 0683
1.625: 47ml
 4.5: skindation
3.666666666666668: rzv10
3.333333333333332: inx47
 6.0: melting
 4.0: 12ue
 2.5: ocher
10.0: no.6
8.950364963503649: without
4.142857142857142: suncream
5.09090909090909: armpit
 9.3: legs
37.50441396170039: ai
4.805555555555557: ketiak
24.289154508701003: siku
19.759719600970612: lutut
 7.5: delice
 5.5: illuminatrice
33.440366972477065: feb
 3.0: compresse
8.418530351437699: physician
9.869565217391305: murumuru
2.4782608695652186: pemula
 3.0: 0.4gr
4.75: 8.5g
32.45059288537549: generation
24.217231525156997: tulisan
9.981919747558738: arab
18.953488372093023: excellent
 9.0: radiance.limited
 1.0: pep
6.76923076923077: start
 3.5: idole
1.6000000000000014: evd
6.166666666666668: liq
10.030303030303031: ni
4.899999999999999: beautycare
 4.0: 60.0
 5.0: vcc
4.306122448979593: v201
 2.0: sueluttu
 3.0: n566
13.115862068965518: cashing
 2.0: affinite
 3.0: 2set
 7.0: camoluflage
 3.0: bbcake
6.333333333333332: eunhye
7.794520547945204: daddy
14.81159420289855: pie
 3.0: make.up
 3.0: unifyinf
3.333333333333332: antipollution
2.8571428571428577: soonsoo
 3.0: griin
 3.0: chlorophyll
38.03414634146341: cmp
3.666666666666668: charoza
12.130434782608695: plumper
5.095238095238095: powerpuff
3.9142857142857146: everday
 2.0: lpu
 8.0: manizee
 7.0: 83213
6.944444444444443: glamoflauge
20.824145785876993: heavy
25.475409836065573: duty
10.0: 1220
3.3999999999999986: solare
 4.0: day+night
3.1999999999999993: antiseptic
21.356521739130436: uni
 8.0: propus
36.281569965870304: window
8.745689655172413: q
21.176470588235293: sided
 4.0: code9
4.75: tox
4.760000000000002: tightening
17.03131749460043: lighting
 4.0: contour&correct
2.6000000000000014: lum
 5.0: 7in1touch
23.87878787878788: panther
24.303121852970797: lp
16.758620689655174: maira
6.333333333333332: incredible
10.882352941176471: 272
28.238095238095237: mungil
34.99360834444357: lg
4.260869565217391: booming
22.0: bnyk
 3.5: manfaat
5.333333333333332: isis
4.199999999999999: pharma
 7.0: dermatologie
13.337168424416747: victoria
 8.0: half&half
 9.0: pood
6.671854734111545: matcha
35.854344277163065: evo
23.58205128205128: shoot
6.222222222222221: faceblur
3.4375: pureglow
3.2727272727272734: 24gram
 4.0: axilary
25.29903900508762: hr
21.08724832214765: xtra
4.444444444444443: pha
3.992217898832685: ranee
 3.0: padat+bedak
 3.0: basah+sponge
15.076923076923077: refund
36.79827586206896: 10.000
3.333333333333332: eyeexpert
 8.0: kamuflace
 8.0: corretivo
 3.0: sparking
 4.0: tzav
 4.0: iskon
4.100000000000001: 024
 1.0: macademia
 9.8: jdc
 1.0: no.330
 4.0: redefining
9.125: klean
 1.0: gosh
 1.0: ceptional
 4.0: celeteque
4.204882959979866: every
2.1428571428571423: ceram
37.13973424774968: n2
 4.0: jaljinae
 1.5: relaunce
27.428571428571427: a54
3.7115577889447238: ah
2.23076923076923: much
 0.0: klpmod1704
2.6999999999999993: yvessaintlaurent
20.310344827586206: birds
6.5882352941176485: 18h
4.401639344262296: 070
 6.0: smothie
 4.0: 96persen
 4.0: weekly
28.06896551724138: daya
 5.0: sppf50
 3.0: kos147
5.272727272727273: 2gr
3.6000000000000014: sb01
3.28125: panggang
10.0: citycolor
 1.0: 2447
3.333333333333332: refilll
4.583333333333332: provence
4.199999999999999: vline
 4.0: royalmond
21.431197931628844: japanese
3.625: birth
9.754074074074072: stone
4.277777777777779: skinova
 7.0: spf40pa
 9.0: babybear
 5.0: mlp
36.35330511234126: p2
3.608695652173914: fantasia
 5.0: kos0129
5.953846153846154: bps
 2.0: kos1497
 3.0: kos2096
22.183549124143184: lihat
4.141242937853107: pembesar
 4.0: perpecting
11.318302387267906: xoxo
 7.5: liptatto
4.055555555555557: joluxeone
 1.0: k1470d4d
4.615384615384617: glutathione
4.23076923076923: ab1
 2.0: auntum
23.536585365853657: increase
 4.0: brightness
 5.0: lips757
 0.5: nasieka
3.0454545454545467: powder+foundation
 2.0: cabanaboy
3.7894736842105274: incolore
4.4411764705882355: 203
 7.0: couvrance
9.32: dac
4.9411764705882355: qr0595
 3.0: qy751
4.46153846153846: f.wash
11.5: qr0664
15.80327868852459: nia
4.517241379310345: spidol
 5.0: koreabioaqua
 5.0: u002f0
3.333333333333332: kakao
3.333333333333332: ryan
13.574074074074074: aka
14.923076923076923: ou
